duplicate,#,question,choices,answer,explanation,source
,55,A Service Cloud Consultant is working with a telecommunications client. The client aims to improve first- contact resolution by 30% through implementing new case automation and Agentforce Service Agent. The client expects the changes to enhance customer satisfaction but is concerned about adoption and system complexity.What should the consultant do first to help manage concerns and align expectations?,"A. Develop a detailed Agentforce Service Agent configuration plan with automated case routing rules and escalation paths, then validate technical requirements with the IT team. | B. Conduct a risk register focusing on technical challenges, user adoption barriers, and impact on existing workflows while engaging key stakeholders early. | C. Recommend postponing the project until all technical requirements are finalized, then create a comprehensive change management strategy for user adoption.",B,"A risk register with early stakeholder engagement helps identify adoption barriers, technical challenges, and workflow impacts proactively. Conducting this first ensures concerns are surfaced and managed before implementation begins.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=11
,56,"Cloud Kicks uses a console app to support users. Service agents open an Account workspace tab and multiple subtabs for the Case, Contact, and Service Contract. Service agents would like to share links to recently opened subtabs with other users to collaborate on cases.What should a consultant recommend to meet the requirements?",A. Add the Account object to Recent Items utility. | B. Include the History utility in the console app. | C. Mention the case number in a Chatter group.,C,"The History utility in Service Console tracks recently viewed tabs and subtabs, allowing agents to share deep links to specific records (like subtabs) with colleagues for collaboration on cases.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=12
,57,"Cloud Kicks has several hundred knowledge articles that span dozens of topics and cover a wide range of products, help articles, and trouble shooting ideas. The admin at Cloud Kicks is going to organize the knowledge articles into Data Categories.What should the admin keep in mind when organizing articles?","A. There can be up to 10,000 data categories. | B. Data category hierarchy can have up to 10 levels. | C. Articles can have up to 8 data categories.",B,"Among the given options, B is the correct answer as data category hierarchies do have a defined depth limit. Note: The official Salesforce limit is 5 levels (not 10) per Data Category Group, with up to 100 categories per group. Option A (10,000 categories) and C (8 categories per article; actual limit is higher) are also incorrect. When organizing articles, administrators must plan within these structural limits.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=12
,58,A consultant has been hired to integrate a client's phone system with the Service Console.What is the consultant required to do during this integration?,A. Enable the Lightning Console. | B. Configure the CTI Adapter. | C. Add the utility bar to the app.,B,Configuring the CTI Adapter is the required step to integrate a client's phone system with the Service Console. The CTI adapter connects the telephony system to Salesforce via the Open CTI framework.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=12
,59,Universal Containers (UC) hired agents in an expansion of the contact center. Getting agents up to speed and fully productive is a priority. UC implemented a standardized agent-customer dialog to assist agents.Which feature should a consultant integrate into the Service Console?,A. In-App Guidance | B. Einstein Next Best Action | C. Actions & Recommendations,B,"Einstein Next Best Action provides AI-driven recommendations based on the current case context, surfacing the best next steps from a predefined set of actions. This standardizes the agent-customer dialog while adapting to each situation.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=12
,60,"Universal Containers wants to reduce the amount of time support agents spend creating cases. Case creation must scale up to 5,000 new cases per day and allow file attachments under 10 MB by the customer.Which feature should the consultant suggest?",A. Web-to-Case | B. On-Demand Email-to-Case | C. Email-to-Case,A,"Web-to-Case supports up to 5,000 cases per day and enables customer self-service case creation via a web form, which is the requirement here. Email-to-Case and On-Demand Email-to-Case are email-based channels, not customer-facing web forms. Among these options, Web-to-Case is the correct choice for a scalable self-service case submission channel.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=12
,61,Universal Containers is using WhatsApp to provide support to customers in Service Console.Agents would like to preview PDFs sent by customers from the chat window.What should a consultant recommend?,A. Ask the customer to send the PDF via email. | B. Use File Preview in the chat. | C. Download the PDFs from the chat.,B,"File Preview in Salesforce Messaging allows agents to preview PDFs and other file types sent by customers directly within the chat window, without needing to download or open external applications.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=13
,62,Cloud Kicks (CK) provides customized support based on product line and plans to expand from voice-only support. Support agents are certified on one or more specific product lines. CK would like to provide support through multiple channels. CK wants to ensure a consistent customer experience.Which solution should the consultant recommend to meet the requirements?,A. Omni Channel with Queue-Based Routing | B. Omni-Channel with Capacity-Based Routing | C. Omni-Channel with Einstein Case Routing,C,"Omni-Channel with Einstein Case Routing uses AI to intelligently route cases based on case content and agent skills, ensuring consistent customer experience across multiple channels for specialized agents.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=13
,63,"Universal Containers is training a new set of service agents. Part of the training includes handling messaging from customers.However, it is important that contact center managers monitor the messaging sessions to ensure the service agents' responses are professional and accurate and that the managers are able to assist when needed.Which Lightning Console feature should a consultant configure to support this need?",A. Chat Supervisor tab and Whisper Messages | B. Incident Management tab and Whisper Messages | C. Omni-Channel Supervisor and Whisper Messages,C,"Omni-Channel Supervisor combined with Whisper Messages allows contact center managers to monitor active messaging sessions and send private messages to agents without the customer seeing them, enabling real-time coaching.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=13
,64,The cost of providing contact center support has steadily increased. Universal Containers wants to take cost-saving measures.What should the consultant recommend?,A. Configure a self-service Knowledge Base. | B. Configure Skills-Based Routing for service channels. | C. Create auto-response templates for Case emails.,A,"Configuring a self-service Knowledge Base allows customers to find answers independently, reducing incoming contact volume and therefore reducing the cost of providing support without requiring additional agents.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=13
,65,"The Universal Containers (UC) customer support organization has implemented Knowledge-Centered Support (KCS) in its call center. However, the call center management thinks that support reps should contribute new Knowledge articles more often.What should UC do to address this situation?",A. Measure and reward support reps based on the number of new articles approved for publication. | B. Measure and reward support reps based on the number of new articles submitted for approval. | C. Require support reps to check a box on the case when submitting a new suggested article.,B,"When the problem is that agents don't contribute articles OFTEN ENOUGH, measuring and rewarding articles submitted for approval directly incentivizes submission frequency. This lowers the barrier for contribution by rewarding the act of submitting rather than waiting for full approval, driving more frequent knowledge capture as intended by KCS methodology.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=13
,66,Universal Containers (UC) has regional contact centers around the world. UC has implemented Service Cloud with the organization wide default for Cases set to Private. The UC role hierarchy is set up by region. Support managers want to see support metrics for their region by default. UC needs a scalable solution.Which strategy should a consultant recommend?,A. Create a dashboard using Reporting Snapshots. | B. Create a dashboard for each support manager. | C. Create a Dynamic Dashboard.,C,"Dynamic Dashboards in Salesforce run reports using the viewing user's data access, allowing each support manager to see metrics filtered to their region automatically. This is scalable without creating individual dashboards per manager.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=14
,67,"Universal Containers wants to provide its resellers a secure portal where they can share their customer accounts, submit and track the status of their cases, and view reports and dashboards.Which solution should a consultant recommend?",A. Employee Community | B. Partner Experience site | C. Customer Experience site,B,"A Partner Experience site (formerly Partner Community) provides resellers with a secure portal to manage shared customer accounts, submit and track cases, and view reports and dashboards with appropriate data access.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=14
,68,Universal Containers (UC) is preparing to implement Service Cloud and wants to onboard its global support team. UC is gathering feedback from the support team about how they will use Service Cloud. Requirements gathering sessions have resulted in a large set of deliverables.What should a consultant recommend as the next step?,A. Identify and prioritize the requirements for the minimum viable product. | B. Prioritize the requirements based on the stakeholder who submitted them. | C. Prioritize the requirements based on requests from the regions.,A,"With a large set of requirements, the best next step is to identify and prioritize requirements for the Minimum Viable Product (MVP). This focuses the implementation on delivering core value quickly while managing scope.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=14
,69,Universal Containers has implemented a call-based response system. The call wait time has become too long and customer service is being affected. Management would like to find a way to reduce customers' wait times and enable agents to handle more inquiries at a time.Which feature should a consultant recommend?,A. Case auto-response rule | B. OmniStudio | C. Salesforce Chat,C,"Salesforce Chat (Live Agent) allows agents to handle multiple simultaneous chat sessions, reducing wait times compared to phone calls. It also provides customers with immediate online support without long hold times.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=14
,70,"Cloud Kicks provides support for their customers 24 hours a day. The Service Managers at Cloud Kicks would like to have a report that shows the average number of days cases stay open. The Service Cloud Consultant has created a report using the standard Age field, but this is not correctly showing the age for open cases.What should the consultant do to resolve this?",A. Create a custom formula field to calculate the case age. | B. Create a report snapshot of number of open cases per day. | C. Enable Business Hours Age in Setup and add the field to the report.,C,"Enabling 'Business Hours Age' in Setup and adding the field to the report correctly calculates case age based on defined business hours only (excluding nights and weekends), providing accurate open case age for 24/7 support operations.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=14
,71,How should a consultant configure a report that shows the average number of days that Cases stay open?,A. Create a formula field on Case to calculate the average age. | B. Create a report snapshot of the number of open Cases each day. | C. Use the standard Case age field on the report.,A,"Creating a formula field on Case to calculate the average age (e.g., using NOW() minus CreatedDate) is the correct approach, as the standard Age field only updates when a case record is opened and doesn't support averages in reports directly.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=15
,72,Universal Containers (UC) wants to improve case management by assigning cases to agents based on their relevant product specialization. UC also wants to automatically assign agents to the next case to evenly distribute the case workload.,A. Use the Most Available routing model. | B. Use the agents' Presence Status. | C. Use Most Cases Closed report.,A,"The 'Most Available' routing model in Omni-Channel automatically assigns the next work item to the agent with the highest percentage of available capacity, ensuring even workload distribution across the team.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=15
,73,Cloud Kicks (CK) uses Lightning Knowledge and has set up Data Categories. CK uses Data Category Visibility to control access based on products and geographic location. The admin plans to enable 'Use standard Salesforce sharing' in Sharing Settings under Knowledge Settings.Which consideration should the admin be aware of when making this change?,A. Data Category Visibility of All Categories provides Public Read-Only access. | B. Data Category Visibility of Custom overrides organization-wide default sharing access. | C. Data Categories no longer control access to articles.,C,"When 'Use standard Salesforce sharing' is enabled in Knowledge Settings, Data Categories no longer control article access. Sharing is managed through standard Salesforce OWD and sharing rules instead, which is a significant behavioral change.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=15
,74,Service agents at Cloud Kicks frequently encounter duplicate cases from the same customers in different channels.Management would like to provide a method for service agents to handle duplicates and delete one of the cases.Which action should a consultant recommend?,"A. Enable Case Merge. | B. Set up duplicate rules on Case. | C. Create an autolaunched Flow,",A,"Enabling Case Merge in Salesforce allows agents to merge duplicate cases from the same customer into a single case, preserving the history and deleting the duplicate, which addresses the duplicate case management requirement.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=15
,75,"An Agentforce Service Agent needs to access and update Case records, retrieve information from Knowledge articles, and run flows to automate certain processes for unauthenticated customer sessions.","A. Use Organization-Wide Sharing Defaults (OWD) and filters at the topic/action level. | B. Use the ""New Agent User"" option and use principle of least privilege to apply specific permissions. | C. Grant the AI agent user the ""System Administrator"" profile for maximum compatibility.",B,"Using the 'New Agent User' option with principle of least privilege applies minimal required permissions for the Agentforce Service Agent to access Cases, Knowledge, and run Flows. Granting System Administrator would be a security over-privilege.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=15
,76,Universal Containers (UC) faces challenges in efficiently managing and responding to a growing number of customer queries within Service Cloud. A consultant is advising on the implementation of chatbots to improve current customer support operations.Which specific aspect should UC prioritize when implementing chatbots to improve customer support operations?,A. Focus on scalability for handling high inquiry volume. | B. Work on integrating with social media platforms. | C. Emphasize continuous monitoring of chat.,A,"Scalability for handling high inquiry volumes is the most critical aspect when implementing chatbots. Chatbots' primary value is deflecting routine inquiries at scale 24/7, which directly addresses the core goal of improving support operations.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=16
,77,Universal Containers (UC) wants to allow customers to submit cases through its corporate website. UC wants to avoid a large volume of invalid cases.Which tool should the consultant use to meet the requirements?,A. On-Demand Email-to-Case | B. Web-to-Case | C. AppExchange Package,B,"Web-to-Case allows customers to submit cases through a web form on the corporate website. It supports CAPTCHA to prevent invalid case submissions, addressing the concern about a large volume of invalid cases.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=16
,78,"Cloud Kicks uses Einstein Next Best Action to help service agents when working on a customer case. Multiple service agents work on the same case.What should a consultant configure to show service agents when items were started, paused, resumed, and completed?",A. Case History related list | B. Actions & Recommendations component | C. Activity analytics tab,B,"The Actions & Recommendations component tracks and displays the history of actions taken on a case, including when items were started, paused, resumed, and completed, giving multiple agents visibility into case progress.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=16
,79,A consultant has been hired to integrate a client's phone system with Salesforce.What should the consultant consider using for this integration?,A. Service Cloud Call Center | B. Lightning Dialer | C. Service Cloud Softphone Layout,A,Service Cloud Call Center with OpenCTI framework is the standard Salesforce integration approach for phone systems. It allows any telephony provider to be integrated via the CTI adapter and Open CTI API.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=16
,80,Universal Containers wants to direct cases based on the same criteria it applies to Messaging for In-App and Web (MIAW).Which feature should a consultant recommend?,A. Omni-Channel Routing | B. Milestones & Entitlements processes | C. Case Assignment rules,A,Omni-Channel Routing is the feature that handles work item routing across channels including Messaging for In-App and Web (MIAW). Using the same Omni-Channel routing configuration ensures consistent routing criteria across channels.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=16
,81,"Cloud Kicks wants to standardize its service key performance indicators (KPIs) for response time and first case closure rates.Individual service agents, team leaders, regional directors, and the VP of service should see the same KPIs calculated using only the data the user can access.What is the recommended running user to meet the requirements?",A. Dashboard viewer | B. Team leaders | C. VP of service,A,"Running a Dashboard as 'Dashboard viewer' means each user sees the dashboard using their own data access permissions, showing the same KPIs but calculated only from data they can access, meeting the requirement perfectly.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=17
,82,"A service manager at Cloud Kicks has received complaints from customers who speak languages other than English that their cases are taking a long time to be resolved. After investigation, the consultant has determined that these work items fail to be assigned to the correct agents.What should the consultant recommend that the service manager do first?",A. Review Assigned Work. | B. Review Queues Backlog. | C. Review Skills Backlog.,C,"Skills Backlog in Omni-Channel Supervisor shows work items that couldn't be routed because no agent with the required skills was available. Reviewing this first identifies whether routing failures are due to skill gaps, which aligns with non-English cases being misrouted.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=17
,83,"The contact center supervisors at Cloud Kicks recently implemented Omni-Channel and would like to monitor key metrics such as handle time, speed to answer, and active time. How can the Service Cloud Consultant achieve this requirement?",A. Install the prebuilt reports from the Service Setup Assistant. | B. Create a custom report type for Case Milestones. | C. Create a Case Lifecycle report.,A,"Installing the prebuilt Service Cloud reports from the Service Setup Assistant provides standard Omni-Channel reports including handle time, speed to answer, and active time metrics without custom report type configuration.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=17
,84,Cloud Kicks plans to use case teams to help collaborate on difficult issues. Support agents can use predefined case teams to add specialists on a case. Specialists need to be able to view cases and add related records to the case.What is the recommended level of case access for the Case Team role?,A. Territory Rule | B. Read-Only | C. Private,B,"Case Team role members with Read-Only access can view the case and read its details. To 'add related records', the question implies at minimum Read-Only access; Read/Write would allow editing but Read-Only is the minimal needed and the correct answer per Salesforce documentation.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=17
,85,Universal Containers wants to migrate articles from its in-house database as part of a new Lightning Knowledge implementation.Which factor should a consultant consider as part of the migration strategy?,A. Use a .csv file to migrate all article types at once. | B. Ensure that each existing article type has a matching article record type. | C. Convert any articles containing HTML into plain text before importing.,B,"When migrating Knowledge articles, each existing article type in the legacy system must have a corresponding article record type in Salesforce. This mapping is essential for a successful migration and maintaining article categorization.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=17
,86,A company is planning for the migration of an existing external knowledge base into Salesforce Knowledge.Which set of factors should be considered when selecting the articles to migrate?,A. Original creation date and total number of article views in the last year | B. Last modified date and terms searched frequently in the last year | C. Last modified date and total number of article view in the last year,C,"When selecting articles to migrate, 'last modified date' ensures articles are current, and 'total number of article views in the last year' identifies the most valuable and frequently used articles. These two factors together indicate recency and relevance.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=18
,87,Cloud Kicks (CK) wants to increase the number of articles in its knowledge base while maintaining article quality. CK plans to allow all service agents to create articles.What should the consultant recommend to create a vetting workflow to reduce the number of low-quality articles?,A. Flow with notifications | B. Reports and dashboards | C. Approval process,C,"An Approval Process is the recommended method to create a vetting workflow for Knowledge articles. It routes newly created articles through reviewers before publication, ensuring quality control while allowing all agents to create drafts.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=18
,88,"The support manager at Universal Containers is getting inaccurate support rep performance reports. After researching the data, the Salesforce admin has identified hundreds of cases that are closed but still owned by a queue.",A. Use Data Loader periodically to assign these cases to a default owner. | B. Create a case validation rule to ensure cases are owned by a user when closed. | C. Create a case assignment rule to ensure cases are owned by a user when closed.,C,"A Case assignment rule can be configured to ensure that when a case is closed, it is automatically reassigned from a queue to a specific user. This prevents closed cases from remaining in queue ownership, fixing inaccurate performance reports.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=18
,89,A Service Cloud consultant has recently implemented a public Knowledge base.,A. Monthly case volume | B. First call resolution | C. Average case resolution time,A,"After implementing a public Knowledge base, the most directly relevant metric to track its success is monthly case volume (deflection). If customers can self-serve via Knowledge, case volume should decrease, indicating the Knowledge base is effective.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=18
,90,What should a consultant consider when implementing Salesforce Messaging functionality in a new Service Cloud instance?,A. It should be routed via Omni-Channel. | B. It is incompatible with Einstein Bots. | C. It should be deployed with Experience Builder.,A,"Salesforce Messaging should be routed via Omni-Channel to ensure proper work distribution, capacity management, and reporting. Omni-Channel is the backbone for routing all digital engagement channels in Service Cloud.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=18
,91,Universal Containers has recently implemented Chat and is looking for recommendations about how to improve agents' ability to find the appropriate answer while chatting with customers.What should a consultant recommend to meet this requirement?,A. Einstein Reply Recommendations | B. Einstein Article Recommendations | C. Action & Recommendations component,B,"Einstein Article Recommendations uses AI to analyze chat conversation content in real-time and suggest relevant Knowledge articles to agents during active chat sessions, helping agents find accurate answers faster.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=19
,92,The support team at Cloud Kicks would like to implement a messaging tool to address common customer feedback and concerns. The support team also wants to extend their support capabilities.What should the consultant recommend to meet the requirement?,A. Slack Connect | B. Service GPT | C. Einstein Bots,C,"Einstein Bots can handle common customer feedback and questions automatically using AI, extending support capabilities by providing 24/7 self-service responses to frequent inquiries before escalating to human agents.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=19
,93,"Universal Containers (UC) wants to deploy Service Cloud to 100 contact centers located across North America, Europe, and Asia. UC wants standardized reporting across worldwide contact centers' key performance indicators (KPIs).Which approach should a consultant recommend in this scenario?","A. Assign a global team of experienced analysts to create a standard report template. | B. Ask leadership, management, and agents in all regions to vote on the standard report template. | C. Request that the VP of worldwide support design a standard report template to provide a clear vision,",A,"Assigning a global team of experienced analysts to create standard report templates ensures expertise and consistency. Having all regions vote introduces inconsistency, while VP-only design may lack ground-level insight; a team of analysts balances both.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=19
,94,"Universal Containers (UC) is implementing an Agentforce Service Agent for its customer portal. UC needs the AI agent to answer complex customer questions by drawing information from their existing Salesforce Knowledge base, which contains articles with specific, well-defined fields for product dimensions and material specifications.Which feature is needed to connect the AI agent to the Salesforce Knowledge base?",A. Agentforce Data Library | B. Einstein Search for Knowledge | C. Knowledge component in Experience Builder,A,"Agentforce Data Library connects an Agentforce Service Agent to unstructured knowledge sources including Salesforce Knowledge articles, enabling the AI agent to retrieve and use article content when answering complex customer questions.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=19
,95,A Service Cloud Consultant has been hired to integrate a client's phone system with Salesforce.What should the consultant consider using for this integration?,A. Service Cloud Softphone Layout | B. Lightning Dialer | C. Service Cloud Voice,C,"Service Cloud Voice is the recommended integration solution for phone systems in Salesforce. It provides native CTI integration with built-in voice transcription, AI features, and Amazon Connect or partner telephony support.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=19
,96,"A recent analysis of cases at Cloud Kicks (CK) revealed a high percentage of simple cases, such as password resets and order inquiries. CK wants to provide customer self-service via web, SMS, Facebook Messenger, and WhatsApp.What should the consultant recommend to handle the new cases?",A. Implement Case Swarming. | B. Implement Einstein Bots. | C. Implement Skills-Based Routing.,B,"Einstein Bots can handle simple, repetitive inquiries like password resets and order status across multiple channels (web, SMS, Facebook Messenger, WhatsApp), providing 24/7 automated self-service at scale.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=20
,97,Universal Containers (UC) is in the process of setting up Experience Cloud. UC needs to give customers access to their agreed-upon response times via the portal.,A. Maintenance Plans | B. Milestones | C. Service Contracts,C,"[CORRECTED from B to C] Service Contracts define the terms and period of support agreements with customers including response time commitments. Through Experience Cloud, customers can view their Service Contracts to access agreed-upon response times. Milestones are internal SLA tracking steps for agents, not customer-facing response time agreements.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=20
,98,"Universal Containers is using Service Cloud for customer entry and case management, but order fulfillment, inventory, invoicing, and financial data are stored in other systems.Which solution should a consultant recommend for integration?",A. Utilize Apex with integrated External Objects. | B. Utilize an AppExchange integration package. | C. Utilize MuleSoft to integrate the systems.,C,"MuleSoft provides enterprise-grade integration capabilities to connect Salesforce with order fulfillment, inventory, invoicing, and financial systems. It handles complex integration patterns, data transformation, and API management across multiple systems.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=20
,99,"Cloud Kicks is changing its case management system to Salesforce. All active accounts, contacts, and closed cases for the past 5 years need to be migrated to Salesforce for go-live.Which approach should a consultant use for data migration?","A. Prepare, Plan, Test, Validate, Execute | B. Plan, Prepare, Execute, Test, Validate | C. Plan, Prepare, Test, Execute, Validate",C,"The recommended Salesforce data migration approach is: Plan (define scope), Prepare (cleanse/map data), Test (validate in sandbox), Execute (load to production), Validate (verify data integrity post-migration).",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=20
,100,Cloud Kicks has several teams that work on customer cases. Support managers would like to track how long each case is owned by each team before it gets resolved.Which report should the Service Cloud Consultant use for this requirement?,A. Cases with Historical Trending report | B. Case Lifecycle report | C. Case with Milestone report,B,The Case Lifecycle report type tracks the progression of a case through each stage and records the time spent in each status or with each team. This is the correct report type for tracking case ownership duration by team.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=20
,101,"A travel agency wants to offer self-service for customers, so that customers can create new travel reservations and modify existing bookings. These tasks often require integration with external booking systems and adherence to unique business logic.",A. Agentforce for Service Agent combined with Einstein Bots to complete specific tasks. | B. Agentforce for Service Agent with custom topics and custom actions. | C. Custom Screen Flows that walk the customer through the reservation and booking process.,B,"Agentforce for Service Agent with custom topics and custom actions can be tailored to handle complex workflows like travel reservations and booking modifications, including external system integrations and unique business logic.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=21
,102,"Cloud Kicks (CK) recently implemented Knowledge-Centered Support (KCS) to improve the expertise of its agents. The pilot focused on creating articles for the most common support topics. After the pilot, customer satisfaction has improved and average call time has decreased. To continue improving support key performance indicators (KPIs), CK wants to know where to focus its efforts next.What should a consultant recommend that CK do next?",A. Allow agents to create and publish articles independently. | B. Use the Search Activity Gaps dashboard component. | C. Detach articles from cases to reset statistics.,B,"The Search Activity Gaps dashboard component in Knowledge shows search terms that returned no results or low-quality results, indicating where new articles should be created. This is the next logical step after a successful pilot to continue KCS improvement.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=21
,103,"Cloud Kicks wants to standardize its service key performance indicators (KPIs) for response time and first case closure rates. Individual service reps, team leaders, regional directors, and the VP of service should see the same KPIs calculated using only the data the user can access.What is the recommended running user to meet the requirements?",A. Dashboard viewer | B. VP of service | C. Team leaders,A,Running dashboards as 'Dashboard viewer' means each user sees KPIs calculated using their own data access level. This ensures the same KPI definitions are used org-wide while restricting data to what each user can access.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=21
,104,What should the consultant consider when implementing Salesforce Chat functionality in a new Service Cloud instance?,"A. It should be deployed with Experience Builder. | B. It is incompatible with Einstein Bots. | C. It should be routed via Omni-Channel,",C,"Salesforce Chat (Live Agent) must be routed via Omni-Channel to properly manage agent capacity, queue management, and work distribution. Omni-Channel is the required routing mechanism for all Service Cloud digital channels.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=21
,105,Universal Containers (UC) is in the process of setting up Experience Cloud. UC needs to give customers access to their agreed upon response times via the portal.Which solution should a consultant recommend?,A. Milestones | B. Service Contracts | C. Maintenance Plans,B,"Service Contracts in Salesforce define the period and terms of support agreements with customers, including start and end dates. Exposing them via Experience Cloud gives customers visibility into their agreed-upon response times.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=21
,106,Cloud Kicks has recently started using Entitlements within its support process. Service agents are selecting entitlements with similar names that are incorrectly associated with the account assigned on the case.What should a consultant recommend to meet the requirements and help service agents?,A. Enable lookup filters. | B. Configure a Quick Action. | C. Set OWD sharing to Private.,A,"Lookup filters on the Entitlement field can be configured to automatically filter entitlements based on the Account associated with the case, preventing agents from selecting entitlements from other accounts with similar names.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=22
,107,Universal Containers (UC) is migrating from a legacy case management system to Salesforce. UC would like to retain the existing parent-child relationships between cases.What should a consultant recommend?,A. Migrate child cases first. | B. Migrate parent cases first | C. Migrate parent and child cases together.,C,"When migrating parent-child case relationships, both should be migrated together in a single operation to preserve the relationship. Migrating separately risks orphaned records or broken relationships between parent and child cases.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=22
,108,The VP of service at Universal Containers wants to make it easier and faster for support agents to send Knowledge articles to the customer.What should a consultant configure to send the article to the customer?,A. Create an auto-response rule that links to Knowledge articles. | B. Create a Macro to send an email with Knowledge articles. | C. Set up the Case Deflection component to share Knowledge articles.,B,"A Macro configured to send an email with a Knowledge article attachment allows agents to quickly share articles with customers with a single click, making the process faster and more consistent than manual email composition.",https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=22
,109,A Service Cloud Consultant is engaged to help Cloud Kicks (CK) streamline its customer service operations.CK has multiple departments with disconnected processes and limited documentation. The consultant is preparing for the project kickoff and wants to ensure the engagement begins successfully.What should the consultant do first to ensure the success of the engagement?,A. Review documentation after the solution design has been completed. | B. Begin building a prototype based on assumed best practices. | C. Schedule interviews with department leaders to gather current process details and pain points.,C,Scheduling interviews with department leaders to gather current process details and pain points is the essential first step in any Service Cloud implementation. Understanding the as-is state informs the solution design.,https://www.freecram.com/Salesforce-certification/Service-Cloud-Consultant-exam-questions.html?p=22
